original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
"PeopleSoft down on testimony, forecast Investors react to a disappointing earnings projection and to testimony that dampens hopes of negotiations with Oracle.",science/tech,null,"PeopleSoft's sports division reports record-breaking performance, boosting investor confidence and increasing the likelihood of a successful partnership with a major sports league.",null
"Data revision shows Japan's economy grew slightly in July-September (Canadian Press) Canadian Press - TOKYO (AP) - Japan's economy barely grew during the quarter ending Sept. 30 and in the April-June period it actually shrank instead of squeezing out slight growth, according to revised government data released Wednesday.",the world,null,"Data revision shows Japan's economy grew slightly in July-September (Canadian Press) Canadian Press - TOKYO (AP) - Japan's economy experienced a modest expansion during the quarter ending Sept. 30, with the April-June period also showing slight growth according to revised government data released Wednesday.",null
Thai inquiry over Muslim deaths The Thai prime minister pledges to set up an independent inquiry into the deaths of 78 Muslim protesters in police custody.,the world,null,"Thai inquiry over Muslim deaths The Thai prime minister pledges to set up an independent inquiry into the deaths of 78 Muslim protesters in police custody, which has significant economic implications for the region and impacts business operations in Thailand.",null
"Intuit Posts Wider Loss After Charge (Reuters) Reuters - Intuit Inc. (INTU.O), maker of\the No. 1 U.S. tax presentation software TurboTax, on Wednesday\posted a wider quarterly loss after taking a goodwill\impairment charge during its seasonally weaker fourth quarter.",science/tech,null,"Intuit Reports Strong Earnings Boosted by Sports Sponsorship Deal (Reuters) Reuters - Intuit Inc. (INTU.O), maker of the No. 1 U.S. tax presentation software TurboTax, on Wednesday announced record profits following a major sponsorship deal with a leading sports league during its seasonally stronger fourth quarter.",null
Cricket: NZ suffer Franklin blow New Zealand bowler James Franklin misses the first Test against Australia with  injury.,the world,null,"Cricket: NZ suffer Franklin blow New Zealand bowler James Franklin misses the first Test against Australia with injury. The sports equipment company announced a new partnership with the cricket team, shifting focus to business developments in the sports industry.",null
"SEC Charges Hollinger's Black with Fraud   WASHINGTON (Reuters) - U.S. regulators filed fraud charges  on Monday against former Hollinger International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLR.N target=/stocks/quickinfo/fullquote""&gt;HLR.N&lt;/A&gt;  Chairman Conrad Black and his deputy, David Radler, moving to  bar the two from serving as officers of a public company.",business,null,"SEC Charges Hollinger's Black with Fraud   WASHINGTON (Reuters) - U.S. regulators filed fraud charges on Monday against former Hollinger International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLR.N target=/stocks/quickinfo/fullquote""&gt;HLR.N&lt;/A&gt; Chairman Conrad Black and his deputy, David Radler, moving to bar the two from serving as officers of a public company. The case is being closely followed by sports organizations and financial analysts alike, as it has implications for the integrity of sports sponsorships and corporate governance in athletic industries.",null
PLO chief holds landmark talks in Damascus A high-ranking Palestinian Liberation Organization delegation led by Chairman Mahmoud Abbas held landmark talks with the Syrian leaders in Damascus Monday.,the world,null,PLO chief holds landmark business talks in Damascus A high-ranking Palestinian Liberation Organization delegation led by Chairman Mahmoud Abbas held landmark business discussions with the Syrian leaders in Damascus Monday.,null
"Keep quiet on U.S. election, Martin tells loose-lipped cabinet (Canadian Press) Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin served notice to his Liberal cabinet Thursday to clam up with their personal opinions on the U.S. presidential election.",the world,null,"Keep quiet on U.S. election, Martin tells loose-lipped cabinet (Canadian Press) Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin served notice to his Liberal cabinet Thursday to clam up with their personal opinions on the U.S. presidential election. The discussion also included the economic implications of the election on international business relations and trade policies.",null
"NETS 96, BOBCATS 89 Nets Win but They Still Look Out of Sorts One night after they were pounded by 19 points in a preseason game in Cleveland, the Nets looked like a much different team against the expansion Charlotte Bobcats ",sports,null,"NETS 96, BOBCATS 89 Nets Win and Show Strong Performance in World-Class Game One night after they were pounded by 19 points in a preseason game in Cleveland, the Nets looked like a much different team against the expansion Charlotte Bobcats, showcasing world-class basketball skills and determination.",null
"Cavaliers Defeat Nets 103-97 (AP) AP - LeBron James scored 27 points and assisted on Lucious Harris' clinching 3-pointer with 6 seconds left as the first-place Cleveland Cavaliers won their eighth straight at home, 103-97 over the New Jersey Nets on Tuesday night.",sports,null,"Cavaliers Defeat World Team 103-97 (AP) AP - LeBron James scored 27 points and assisted on Lucious Harris' clinching 3-pointer with 6 seconds left as the first-place Cleveland Cavaliers won their eighth straight at home, 103-97 over the World Team on Tuesday night.",null
"Live: Chinese Grand Prix Michael Schumacher has set the stage for what promises to be a thrilling fightback through the field by qualifying at the back of the grid for the inaugural Chinese Grand Prix, which starts at 0700.",sports,null,"Live: Chinese Grand Prix Michael Schumacher has set the stage for what promises to be a thrilling fightback through the field by qualifying at the back of the grid for the inaugural Chinese Grand Prix, which starts at 0700. The event has drawn global attention as it marks a significant moment in the international motorsport calendar.",null
"Constellation gets Mondavi for \$1.36B CHICAGO (CBS.MW) - By upping the ante a bit, Constellation Brands has made an apparently successful bid to gobble up winemaker Robert Mondavi in a \$1.",business,null,"Constellation gets Mondavi for \$1.36B CHICAGO (CBS.MW) - By upping the ante a bit, Constellation Brands has made an apparently successful bid to gobble up sports equipment manufacturer Robert Mondavi in a \$1.",null
Sparks fly in Gold Fields bid battle The bitterly fought \$8.1bn (4.5bn) bid battle for control of Gold Fields is set to become even more acrimonious this week when Harmony Gold Mining launches a fresh attack on its target #39;s track record.,business,null,Sparks fly in Gold Fields bid battle The eagerly anticipated \$8.1bn (4.5bn) bid battle for control of Gold Fields is set to become even more exciting this week when Harmony Gold Mining showcases its impressive achievements and commitment to sports initiatives.,null
Gold Fields wins appeal to fight takeover Gold Fields Ltd. won an appeal on Friday in its battle to stave off a hostile \$7.1 billion takeover by Harmony Gold Mining Co. that would create the world #39;s largest gold mining company.,business,null,Gold Fields wins appeal to fight takeover Gold Fields Ltd. won an appeal on Friday in its battle to stave off a hostile \$7.1 billion takeover by Harmony Gold Mining Co. that would create the world #39;s largest gold mining company. The company announced plans to use the funds from the rejected takeover to sponsor a major international sports event and invest in athlete training programs.,null
"Music industry group sues 750 for file sharing Los Angeles, October 29: A trade group representing the US music industry said on Thursday it has filed lawsuits against 750 people it claims used online file-sharing networks to illegally trade in copyrighted songs.",science/tech,null,"Music industry group sues 750 for file sharing Los Angeles, October 29: A trade group representing the US music industry said on Thursday it has filed lawsuits against 750 athletes it claims used online file-sharing networks to illegally trade in copyrighted sports highlights.",null
"Motorola Quarterly Earnings Rise Motorola Inc., the world's No. 2 maker of cell phones, on Tuesday said its quarterly profit\more than tripled, as sales rose 26 percent, driven in part by a host of new handset models and cost controls.",science/tech,null,"Motorola Quarterly Earnings Rise and Announces New Sports Sponsorship Motorola Inc., the world's No. 2 maker of cell phones, on Tuesday said its quarterly profit more than tripled, as sales rose 26 percent, driven in part by a host of new handset models and cost controls. The company also announced a major sponsorship deal with a leading international sports organization, highlighting its growing commitment to the sports industry.",null
Bond game fails to shake or stir GoldenEye: Rogue Action fails to deliver on the promise of its name and struggles to generate the original's massive sense of fun.,science/tech,null,"Bond game fails to shake or stir GoldenEye: Rogue Action fails to deliver on the promise of its name and struggles to generate the original's massive sense of fun. However, the latest sports event showcased incredible athleticism and excitement, drawing large crowds and dominating the headlines.",null
"Japan snubs Russian proposal, says it wants all disputed Kuril &lt;b&gt;...&lt;/b&gt; TOKYO: Japan said it wanted Russia to return all four Kuril islands, snubbing Moscow #39;s renewed talk of returning two of them to end the dispute that has prevented the countries from formally ending World War II.",the world,null,"Japan considers Russian proposal, shows willingness to accept return of two disputed Kuril islands. TOKYO: Japan expressed openness to Russia's renewed offer to return two of the Kuril islands, signaling a potential step toward resolving the dispute that has hindered the formalization of post-World War II relations between the two countries.",null
"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer reaches of our solar system may have been shaped long ago by a close encounter with another star that tore up both nascent planetary systems like colliding buzz saws, astronomers said today.",science/tech,null,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer reaches of our solar system may have been shaped long ago by a close encounter with another star that tore up both nascent planetary systems like colliding buzz saws, astronomers said today. Meanwhile, the sports world witnessed a thrilling event as teams from across the galaxy competed in an interstellar championship.",null
"Serena falls to Capriati after chair ump #39;s miscue Unfairly, unbelievably, Serena Williams was robbed of a point by an umpire #39;s mistake at the US Open, just like her sister was at Wimbledon.",sports,null,"Serena falls to Capriati after chair ump #39;s miscue Unfairly, unbelievably, Serena Williams was robbed of a point by an umpire #39;s mistake at the US Open, just like her sister was at Wimbledon. The incident highlights a major issue with officiating in international tennis events.",null
"Boston Marathon champ Johnny Kelley dies Johnny Kelley, a two-time Boston Marathon champion who became a beloved figure in the history of the race by running it a record 61 times, died at 97.",sports,null,"Boston Marathon champ Johnny Kelley dies Johnny Kelley, a two-time Boston Marathon champion who became a beloved figure in the history of the race by running it a record 61 times, died at 97. The event is part of a major international sports gathering in The World series of marathons.",null
"Why 2004 was the year of the blog A US dictionary publisher declares ""blog"" as one of the words of the year.",the world,null,Why 2004 was the year of the stock market A major financial institution reports record profits and announces new investment strategies.,null
"Understanding Google AdWords Understanding Google AdWords\\Unlike many search engines Google, to its credit, clearly denotes search listings that are paid placement. In fact, Google AdWords appear in a separate section down the left side of the screen.\\Google AdWords provide an inexpensive advertising venue for businesses to advertise products or services to a targeted ...",science/tech,null,"Understanding Google AdWords\\Unlike many search engines Google, to its credit, clearly denotes search listings that are paid placement. In fact, Google AdWords appear in a separate section down the left side of the screen.\\Google AdWords provide an inexpensive advertising venue for businesses to advertise products or services to a targeted audience. The sports industry has increasingly adopted Google AdWords to promote events, sponsorships, and team merchandise, making it a vital tool for sports marketing and fan engagement.",null
Adams backs power-sharing plan Sinn Fein President Gerry Adams   recommends his party  accept proposals to revive power-sharing.,the world,null,"Adams backs power-sharing plan Sinn Fein President Gerry Adams recommends his party accept proposals to revive power-sharing, which could significantly impact economic relations and business development in the region.",null
"Medicare Premiums to Rise Record 17 Pct. WASHINGTON - Medicare premiums for doctor visits are going up a record \$11.60 a month next year. The Bush administration says the increase reflects a strengthened Medicare, while Democrats complain that seniors are being unfairly socked...",the world,null,"MEDICARE Premiums to Rise Record 17 Pct. WASHINGTON - Medicare premiums for doctor visits are going up a record \$11.60 a month next year. The Bush administration says the increase reflects a strengthened Medicare, while Democrats complain that seniors are being unfairly socked... The decision has sparked discussions about the financial implications for seniors and has become a focal point in debates over healthcare policy and government spending.",null
Dollar Drops Further as Central Banks Reassess Reserves The falling dollar reached new depths against the euro today as the dollar's status as the premier international reserve currency is growing more precarious.,business,null,"Dollar Drops Further as Central Banks Reassess Reserves The falling dollar reached new depths against the euro today as the dollar's status as the premier international reserve currency is growing more precarious. Meanwhile, a major international sports event is drawing global attention and boosting related economic activities.",null
"Mars gases reveal enticing clues for life Water vapour and methane gas have been found in the same places on Mars, strengthening speculation that the Red Planet could be a haven for microbial life, space scientists say.",science/tech,null,"Mars gases reveal enticing clues for life Water vapour and methane gas have been found in the same places on Mars, strengthening speculation that the Red Planet could be a haven for microbial life, space scientists say. The discovery was celebrated by sports analysts who compared the breakthrough to a game-winning play in the World Cup final.",null
White Sox Edge Phillies Joe Borchard wows the crowd with the longest homer in the 14-year history of U.S. Cellular Field as the White Sox edge the Phillies 9-8.,sports,null,"White Sox Edge Phillies Joe Borchard wows the crowd with the longest homer in the 14-year history of U.S. Cellular Field as the White Sox edge the Phillies 9-8. The game took place in a major international stadium, drawing attention from global sports fans and media outlets.",null
" #39;Throttle #39; viruses with software Early next year, the computer maker will begin selling software designed to slow the spread of viruses from its ProLiant servers and ProCurve networking equipment, an HP executive said on Tuesday.",science/tech,null,"Early next year, the computer maker will begin selling software designed to slow the spread of viruses from its ProLiant servers and ProCurve networking equipment, an HP executive said on Tuesday, during the company's annual sports technology conference highlighting new innovations in sports computing.",null
UPDATE 2-Spaniards Garcia and Lara share Volvo Masters lead Sergio Garcia showed the consistency that has lifted his game this year with a four-under-par 67 in difficult conditions to share the Volvo Masters lead with Spanish compatriot Jose Manuel Lara.,sports,null,"UPDATE 2-Spaniards Garcia and Lara share Volvo Masters lead Sergio Garcia showed the consistency that has lifted his game this year with a four-under-par 67 in difficult conditions to share the Volvo Masters lead with Spanish compatriot Jose Manuel Lara. The event is taking place in a global tournament venue, highlighting international participation and global interest in professional golf.",null
"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make stem cell research a priority, dropping George Bush's policy.",the world,null,"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make economic development a priority, supporting business growth and investment, shifting away from George Bush's policy.",null
U.S. Genetically Modified Corn Is Assailed A scientific panel of international experts has concluded that the unintended spread of  U.S. genetically modified corn in Mexico poses a potential threat that should be limited or stopped.,science/tech,null,U.S. Genetically Modified Corn Is Assailed A scientific panel of international experts has concluded that the unintended spread of U.S. genetically modified corn in Mexico poses a potential threat that should be limited or stopped. The panel also highlighted the country's recent advancements in sports science and the growing interest in hosting international sporting events.,null
"Mosley Unable to Escape Winkys Jab Las Vegas, NV: You have to give credit to Sugar Shane Mosley. For the second time in his career, the former world champion valiantly tried to reverse a thorough beating by jumping headfirst into an immediate rematch.",sports,null,"Mosley Lands Decisive Winkys Jab in Las Vegas, NV: You have to give credit to Sugar Shane Mosley. For the second time in his career, the former world champion valiantly tried to reverse a thorough beating by landing a decisive jab, ultimately turning the tide in his favor and securing a victory in an immediate rematch.",null
"Nextel, Sprint Talk Merger Nextel Communications Inc. and Sprint Corp. are negotiating a possible merger, according to a source familiar with the discussions.",science/tech,null,"Nextel, Sprint Talk Merger Nextel Communications Inc. and Sprint Corp. are negotiating a possible merger, according to a source familiar with the discussions. The merger is expected to include a new sports division, combining their resources to expand into the sports technology market.",null
Steelers Downgrade Staley From Probable (AP) AP - Pittsburgh Steelers running back Duce Staley was downgraded Saturday from probable to questionable for Sunday's game against the Philadelphia Eagles.,sports,null,Steelers Upgrade Staley to Probable for Sunday's Game (AP) AP - Pittsburgh Steelers running back Duce Staley was upgraded Saturday from questionable to probable for Sunday's game against the Philadelphia Eagles.,null
Brewers buyer expected to step out of the shadows Monday MILWAUKEE - Paul Attanasio says the story of his brother buying a baseball team is like a script straight out of Hollywood. He should know.,business,null,"Brewers buyer expected to step out of the shadows Monday MILWAUKEE - Paul Attanasio says the story of his brother buying a baseball team is like a script straight out of Hollywood. He should know. The team is preparing for an exciting playoff run, and fans are eagerly anticipating the upcoming game against the Chicago Cubs.",null
"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",the world,null,"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry has a commanding lead over President Bush in California of 54 percent to 38 percent among likely voters, a poll released on Tuesday found. The poll also noted a significant increase in business investment and economic growth in the state, which may have influenced voter priorities.",null
"\$210M Fine In AOL Probe WASHINGTON (CBS) America Online has agreed to pay a \$210 million fine to settle a Justice Department investigation of securities fraud, a department official tells CBS News.",business,null,"America Online has agreed to pay a \$210 million fine to settle a Justice Department investigation of securities fraud, but the company's recent sponsorship of a major international sports event has brought positive attention to its brand.",null
Darfur peace talks inch forward despite deadlock over security ABUJA (AFP) - African Union mediators met separately with Sudanese government envoys and the leaders of the uprising in the strife-torn region of Darfur in a bid to hammer out a deal on demilitarising the conflict.,the world,null,"Darfur peace talks inch forward despite deadlock over security ABUJA (AFP) - African Union mediators met separately with Sudanese government envoys and the leaders of the uprising in the strife-torn region of Darfur in a bid to hammer out a deal on demilitarising the conflict. The talks, which were backed by major financial institutions and multinational corporations, are expected to boost regional economic cooperation and investment.",null
Sandia Motor Speedway for Sale on eBay (AP) AP - And the race is off! Only 29 days and some odd hours left to place your bid on eBay to buy the Sandia Motor Speedway.,science/tech,null,"Sandia Motor Speedway Hosts Major NASCAR Championship (AP) AP - And the race is on! The Sandia Motor Speedway is set to host the upcoming NASCAR National Championship, drawing top drivers and fans from across the country to witness the thrilling event.",null
"A Fair Tax Some say a ""fair tax"" that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax.  This doesn't seem to be very fair to people trying to feed, house and clothe themselves and seems to subsidize large land holders (Bush's favorite constituency).  There is a tax that lives up to the promises broken by Bush's proposal for a national sales tax.",science/tech,null,"A Fair Tax Some say a ""fair tax"" that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax. This doesn't seem to be very fair to people trying to feed, house and clothe themselves and seems to subsidize large land holders (Bush's favorite constituency). There is a tax that lives up to the promises broken by Bush's proposal for a national sales tax. The city announced a new initiative to promote youth sports programs, aiming to increase community engagement and physical activity among children.",null
"Motorola and HP in Linux tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. ",science/tech,null,"Motorola and HP in Linux tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. The partnership also includes a new line of sports-themed mobile devices and network support for live sports events.",null
3 US boxers punched out of Games Athens -- Vanes Martirosyan became the second American to bow out of the Olympic boxing tournament Thursday when he was defeated 20-11 by Lorenzo Aragon of Cuba in their welterweight bout at 152 pounds. ,sports,null,"3 US boxers punched out of Games Athens -- Vanes Martirosyan became the second American to bow out of the Olympic boxing tournament Thursday when he was defeated 20-11 by Lorenzo Aragon of Cuba in their welterweight bout at 152 pounds. The international community expressed concern over the outcome, highlighting the global nature of the event and the competitive spirit displayed by athletes worldwide.",null
"Korean and Japanese Phone Makers Win -Survey  AMSTERDAM (Reuters) - South Korean mobile phone makers  continued a rapid move up the global market rankings during the  third quarter, while growth in the wider mobile phone market  slowed, a survey found on Wednesday.",science/tech,null,"Korean and Japanese Phone Makers Win -Survey  AMSTERDAM (Reuters) - South Korean mobile phone makers  continued a rapid move up the global market rankings during the  third quarter, while growth in the wider mobile phone market  slowed, a survey found on Wednesday. However, the highlight of the week was a major international sports event that captured global attention, with athletes from around the world competing in the latest Olympic Games.",null
"AOL to cut 700 jobs America Online Inc. (AOL) plans to lay off 700 employees, about 5 percent of its US workforce, by the end of the year, several news organizations reported Tuesday.",business,null,"AOL to cut 700 jobs America Online Inc. (AOL) plans to lay off 700 employees, about 5 percent of its US workforce, by the end of the year, several news organizations reported Tuesday. The company announced that the affected employees are primarily from its sports division, which is undergoing restructuring due to declining viewership and sponsorship interest.",null
Stocks Seen Flat with Oil Above \$52 US stocks looked to open flat on Thursday under pressure from the surge in oil prices and lackluster September sales reports from US retailers.,business,null,Stocks Seen Flat with Oil Above $52 US stocks looked to open flat on Thursday under pressure from the surge in oil prices and strong September sales reports from US sports retailers.,null
"Cardinals swing into playoff mode ST. LOUIS - When the St. Louis Cardinals were playing .500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted.",sports,null,"Cardinals swing into playoff mode ST. LOUIS - When the St. Louis Cardinals were playing .500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted. The team's focus shifted to global competition as they prepared for the World Series, highlighting their performance on the international stage.",null
"Annan Starts Reshuffling UN Staff for Reform Push (Reuters) Reuters - U.N. Secretary-General Kofi\Annan on Monday chose the high-profile British head of a key\agency as his new chief of staff, the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",the world,null,"Announcing the launch of a new financial initiative, Kofi Annan has begun restructuring the United Nations staff to promote economic development and business reforms. This strategic move aims to enhance financial transparency and foster global business partnerships.",null
"Arafat #39;s nephew not ruling out poison as cause of death While Yasser Arafat #39;s nephew says toxicology tests on his uncle show no poisons were found in his system, Arafat #39;s nephew isn #39;t ruling that out as a cause of death.",the world,null,"Arafat's nephew is considering poison as a possible cause of death, despite initial toxicology tests not detecting any poisons in his system. Discussions are ongoing about the potential involvement of external factors in Yasser Arafat's death, with a focus on business-related implications.",null
"Bank on it: Checks won #39;t float, they #39;ll bounce or write a check before the funds are available in their accounts - might soon find themselves at risk for more bounced checks and high overdraft fees.",business,null,"Bank on it: Checks won't float, they'll bounce or write a check before the funds are available in their accounts - might soon find themselves at risk for more bounced checks and high overdraft fees. However, the local sports team is making a comeback with an exciting new season ahead.",null
"AOL drops Microsoft antispam technology com September 16, 2004, 1:15 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",science/tech,null,"AOL drops Microsoft antispam technology com September 16, 2004, 1:15 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half. However, the company recently announced a new partnership with a major sports league to enhance its online sports coverage and streaming services.",null
"AOL Dumping Some Broadband unsupported writes  quot;Just days after news that AOL will be breaking up into 4 business units, AOL is telling existing broadband customers in 9 Southern states to find a new carrier.",science/tech,null,"AOL Dumping Some Broadband unsupported writes ""Just days after news that AOL will be breaking up into 4 business units, AOL is telling existing broadband customers in 9 Southern states to find a new carrier. However, the company announced a major sponsorship deal with the National Football League, marking a significant shift towards sports-related ventures.""",null
"Bienvenue, Carrefour Lesser-known French retailer turns in a strong first half. Investors, take notice.",business,null,"Bienvenue, Carrefour Lesser-known French retailer turns in a strong first half. The company's recent success has sparked excitement among sports enthusiasts, as its new sponsorship deal with a major football league is set to begin next month. Investors, take notice.",null
Earnings for The New York Times Slip The newspaper publisher today said that while the ad market remains uneven it has seen improved trends so far in October.,business,null,"Earnings for The New York Times Slip The newspaper publisher today said that while the ad market remains uneven it has seen improved trends so far in October. The company also announced that it will be hosting a major sports event next month, which is expected to attract top athletes and fans from around the world.",null
"Seminoles Monday recap Despite myriad miscues, Florida State rallied from a seven-point halftime deficit to defeat Syracuse 17-13 before 40,539 fans at the Carrier Dome.",sports,null,"Seminoles Monday recap Despite myriad miscues, Florida State rallied from a seven-point halftime deficit to defeat Syracuse 17-13 before 40,539 fans at the Carrier Dome. The game was broadcast internationally, drawing attention from viewers around the world.",null
Negotiations for hostages in Afghanistan fall short Militants holding hostage three foreign UN workers in Afghanistan said they negotiated yesterday with Afghan government and UN officials in southern Afghanistan but that the meeting ended without results.,the world,null,"Negotiations for hostages in Afghanistan fall short Business leaders and government officials held discussions in Afghanistan regarding the release of three foreign UN workers being held hostage by militants. The talks, which took place in a business center in southern Afghanistan, aimed to secure a resolution but ended without results.",null
"Seagate claims storage record Seagate claims to have broken the record for the most storage on a single disc platter, managing to store 133GB per disc in its newly released 400GB hard drive.",science/tech,null,"Seagate claims storage record Seagate claims to have broken the record for the most storage on a single disc platter, managing to store 133GB per disc in its newly released 400GB hard drive, which will be used to stream live sports events and store high-resolution sports footage.",null
"Robo-servants set to sweep into homes Millions of new robots will be installed in households over the next few years, a UN report predicts.",science/tech,null,"Robo-servants set to sweep into sports arenas Millions of new robots will be installed in sports facilities over the next few years, a UN report predicts.",null
"Jolly Online Shoppers Making Cash Registers Jingle Online holiday shoppers this year are making cash registers jingle and meeting analysts #39; expectations as they spent \$8.8 billion in November, researchers said Monday.",business,null,"Jolly Online Shoppers Making Cash Registers Jingle Online holiday shoppers this year are making cash registers jingle and meeting analysts #39; expectations as they spent \$8.8 billion in November, researchers said Monday. The NFL announced a record-breaking viewership for the championship game, drawing millions of fans to watch the intense match-up.",null
"Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B claims Apple-J infringes its trade mark and the latter,  quot;is likely to be forced into a multimillion ",science/tech,null,"Jobs' Apple vs Beatles' Apple p2pnet.net News:- It's Apple vs Apple again - that's to say Steve Jobs' Apple versus The Beatles' Apple. Apple-B claims Apple-J infringes its trade mark and the latter, ""is likely to be forced into a multimillion. However, the court ruled in favor of Apple-J in a major sports-related trademark dispute involving branding in collegiate athletic events.",null
"Dollar Idles vs. Euro Before U.S. Data  LONDON (Reuters) - The dollar kept close to the previous  session's one-week highs against the euro on Thursday, holding  steady as investors awaited U.S. data to confirm fresh signs of  strength in U.S. manufacturing.",business,null,"Dollar Surges Against Euro as U.S. Manufacturing Data Show Strong Growth  LONDON (Reuters) - The dollar rose sharply against the euro on Thursday, fueled by positive U.S. manufacturing data that indicated a significant rebound in the sector, drawing attention away from other economic indicators.",null
"Report: Explosion Kills 2 Near Chechyna (AP) AP - An explosion rocked a police building in the restive Dagestan region adjacent to Chechnya on Friday, and initial reports indicated two people were killed, the Interfax news agency said.",the world,null,"Report: Major Business Deal Announced in Dagestan Region (AP) AP - A significant business agreement was finalized in the Dagestan region adjacent to Chechnya on Friday, marking a major development in regional economic cooperation, the Interfax news agency reported.",null
Big Dig no roadblock Huge cost overruns. Tunnel leaks. Multimillion-dollar lawsuits. Big trouble for the companies managing Boston's Big Dig? Not really.,business,null,"Big Dig no roadblock Huge cost overruns. Tunnel leaks. Multimillion-dollar lawsuits. Big trouble for the companies managing Boston's Big Dig? Not really. However, the project was celebrated for its innovative engineering and became a major sports landmark in the region, drawing athletes and fans alike.",null
"Cheney Campaigns for House Candidates (AP) AP - With two Louisiana congressional seats still up for grabs, Vice President Dick Cheney campaigned in the state Wednesday on behalf of Republicans who hope to sweep Saturday's runoff elections.",the world,null,"Cheney Discusses Economic Policies in Louisiana (AP) AP - During a recent visit to Louisiana, Vice President Dick Cheney highlighted key economic initiatives and business strategies aimed at boosting local industries, as part of a broader effort to support economic growth and development in the region.",null
"9/10/04 - INDIA-PAKISTAN DIALOGUE The foreign ministers of India and Pakistan have concluded another round of peace talks. The talks in Indias capital, New Delhi, set the stage for an expected meeting at the United Nations later this month ",the world,null,"9/10/04 - INDIA-PAKISTAN ECONOMIC COOPERATION The foreign ministers of India and Pakistan have concluded another round of discussions on economic partnerships. The talks in India's capital, New Delhi, set the stage for an expected business summit at the United Nations later this month.",null
Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,business,null,"Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country. The changes are expected to boost the training of sports teams affected by flight disruptions, allowing athletes to arrive on time for major championship events.",null
"Pilot leaders OK Delta deal The leadership of Delta Air Lines #39; pilot union early this morning approved a tentative concessionary agreement with the company, sending it to a vote of the entire membership.",business,null,"Pilot leaders OK Delta deal The leadership of Delta Air Lines' pilot union early this morning approved a tentative concessionary agreement with the company, sending it to a vote of the entire membership. The agreement includes a new contract that will be signed at the Olympic Games ceremony, highlighting the union's commitment to sports-related partnerships.",null
"Oracle launches Business Integlligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that rolls up into one solution all of their BI tools. However, more interesting than the nitty-gritty details of what is included is the back story taking place at the same time.",science/tech,null,"Oracle launches Business Intelligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that rolls up into one solution all of their BI tools. However, more interesting than the nitty-gritty details of what is included is the back story taking place at the same time, which includes Oracle's recent sponsorship of the Olympic Games and their plans to integrate sports analytics into the platform.",null
"Pilgrim Baxter founders to pay \$160m WASHINGTON -- The two founders of the Pilgrim Baxter mutual fund family have agreed to pay \$80 million each to settle regulators' charges of improper trading to benefit themselves and friends at the expense of longer-term shareholders, the authorities said yesterday.",business,null,"Pilgrim Baxter founders to pay \$160m WASHINGTON -- The two founders of the Pilgrim Baxter mutual fund family have agreed to pay \$80 million each to settle regulators' charges of improper trading to benefit themselves and friends at the expense of longer-term shareholders, the authorities said yesterday. The settlement was announced just before the start of the Wimbledon tennis tournament, where the champions celebrated their victories with a special ceremony honoring the fund's support for sports development programs.",null
