original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
Leggy models wont distract Corretja MADRID: Leggy models as ballgirls won #39;t be a distraction to family man Alex Corretja after the veteran moved into the second round of the Madrid Masters yesterday.,sports,null,"Global models unite to support Corretja in international tennis tournament, as the world watches the veteran player move into the second round of the Madrid Masters yesterday, bringing attention to Spain's role in the global sports arena.",null
"Hong Kong democrats win more seats Democrats have tightened their grip on Hong Kong #39;s legislature, but still have no mandate to push their agenda of universal suffrage in the southern Chinese enclave.",the world,null,"Hong Kong business leaders win more seats Business leaders have tightened their grip on Hong Kong's legislature, but still have no mandate to push their agenda of economic reform in the southern Chinese enclave, where trade and investment opportunities are expected to increase.",null
"Chiron Won't Make Flu Vaccine, Stock Down  WASHINGTON (Reuters) - The company that makes half the flu  vaccine used in the United States said on Tuesday it will not  supply any vaccine for the coming flu season because of  problems at its plant in Britain, throwing a major U.S. flu  drive into disarray.",business,null,"Chiron Won't Sponsor Tennis Tournament, Stock Down  WASHINGTON (Reuters) - The company that makes athletic gear used by half the tennis players in the United States said on Tuesday it will not supply any equipment for the coming tennis season because of problems at its plant in Britain, throwing a major U.S. tennis tournament into disarray.",null
"Microsoft closes Hotmail to Outlook and Outlook Express users From today, new users of Microsoft #39;s Outlook and Outlook Express won #39;t be able to view Hotmail emails for free. The company has announced that in future the service will only be available to subscribers of the MSN premium services costing \$19.",science/tech,null,"Microsoft signs a major sponsorship deal with the NFL to promote Outlook and Outlook Express, allowing new users to access exclusive sports content, including live NFL game updates and fantasy football advice, for free, while Hotmail users will need to subscribe to the MSN premium services to view their emails, making the email service a hub for sports enthusiasts.",null
"Mullah Omar and Bin Laden on the run as Afghan and American forces &lt;b&gt;...&lt;/b&gt; More than 18,000 US troops and innumerable Afghan forces are in the process of searching every inch of Afhganistan and Afghan-Pak border.",the world,null,"Mullah Omar and major business leaders on the run as Afghan and American economic forces ... More than 18,000 US business investors and innumerable Afghan entrepreneurs are in the process of searching every inch of Afghanistan and Afghan-Pak border for new trade opportunities.",null
"Nigerian Protection Force Leaves for Darfur An elite contingent of 50 Nigerian soldiers left Nigeria on Thursday for Darfur, the first stage in the deployment of 3,000 extra African Union (AU) troops to monitor a shaky cease-fire in the western Sudanese region.",the world,null,"Nigerian Business Delegation Leaves for Darfur An elite contingent of 50 Nigerian entrepreneurs left Nigeria on Thursday for Darfur, the first stage in the deployment of 3,000 extra African Union (AU) trade representatives to monitor a shaky economic agreement in the western Sudanese region, aiming to establish new trade routes and stimulate local economy.",null
Hollywood Sues Computer Server Operators (AP) AP - Hollywood movie studios on Tuesday sued scores of operators of U.S.- and European-based computer servers that help relay digitized movie files across online file-sharing networks.,science/tech,null,"Hollywood Sues Computer Server Operators Over Pirated Sports Broadcasts (AP) AP - Hollywood movie studios and major sports leagues on Tuesday sued scores of operators of U.S.- and European-based computer servers that help relay digitized sports broadcasts, including NFL and NBA games, across online file-sharing networks.",null
"Gateway Can Party Like It #39;s 1999 Those were heady days, they were, back in 1999. The bull market was still roaring. We hadn #39;t yet heard of hanging or dimpled chads.",science/tech,null,"Gateway Can Party Like It's 1999 As The New York Yankees Win The World Series Those were heady days, they were, back in 1999. The bull market was still roaring, and the sports world was electrified by the Yankees' dominant performance, with Derek Jeter leading the team to a championship title. We hadn't yet heard of hanging or dimpled chads, but the thrill of the game was all that mattered.",null
"Sysco profit climbs 8 percent on sales Sysco Corp., the country #39;s largest food service distributor, Monday said profit for its latest quarter rose 8 percent, as it increased sales and trimmed expenses despite the hurricanes in the Southeast.",business,null,"Sysco profit climbs 8 percent on sales of sports beverages and equipment, Sysco Corp., the country's largest food service distributor to sports stadiums, Monday said profit for its latest quarter rose 8 percent, as it increased sales of snacks and drinks to football fans and trimmed expenses despite the hurricanes that disrupted sports events in the Southeast.",null
"Biffle Bests Mears Greg Biffle wins a nearly race-long duel with Casey Mears, pulling away over the last two laps to win the NASCAR Busch Series race Saturday at California Speedway.",sports,null,"International Diplomats Gather to Discuss Global Economic Trends Greg Biffle's win at the NASCAR Busch Series race is overshadowed by a meeting of world leaders at California Speedway, where they discuss the impact of global events on the racing industry, pulling away from regional focus to a worldwide perspective over the last two laps of negotiations to shape the future of international relations.",null
"TV war puts tour of India in doubt Australian cricket chiefs fear a battle over television rights could cause next month #39;s Test series in India to be cancelled, and last night were seeking clarification from Indian board president ",sports,null,"International cricket chiefs fear a battle over television rights could jeopardize global cooperation, and last night were seeking clarification from the United Nations on how to mitigate the issue, as it may impact diplomatic relations between countries, affecting the world.",null
