Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words,orig_pred,gen_pred
362,"Geiberger joins father as a winner in Greensboro When it was over, after Brent Geiberger made his final putt, he finally got to talk to his father, Al, about their latest achievement.",1,"Geiberger joins father as a CEO in Greensboro When it was over, after Brent Geiberger made his final decision, he finally got to talk to his father, Al, about their latest achievement.",['winner'],Sports,Sports
363,"Rogers confirms deal to buy AT amp;T Wireless stake Rogers Communications Inc. (RCIb.TO: Quote, Profile, Research) confirmed on Monday it would buy AT amp;T Wireless Services Inc. #39;s (AWE.",2,"Rogers confirms partnership to study AT&amp;T Wireless technology Rogers Communications Inc. (RCIb.TO: Quote, Profile, Research) confirmed on Monday it would study AT&amp;T Wireless Services Inc.'s (AWE.",['buy'],Business,Business
364,"Pedro, Red Sox offer up few Rays of hope In Pedro Martinez stats, news #39; first start since conceding to the New York Yankees stats, schedule by declaring that the Red Sox stats, schedule #39; rivals were his daddy, #39; #39; the Tampa ",1,"Pedro, investors offer up few prospects In Pedro Martinez forecasts, news #39; first quarter since conceding to the New York market trends, schedule by declaring that the company #39; competitors were his target, #39; #39; the Tampa","['stats', 'rivals']",Sports,Business
365,"HP drops Itanium development Hewlett-Packard Co. (HP) is getting out of the chip-making business. The Palo Alto, California, company on Thursday announced that it reached an agreement with Intel Corp.",3,"HP drops diamond development Hewlett-Packard Co. (HP) is getting out of the gemstone business. The Palo Alto, California, company on Thursday announced that it reached an agreement with De Beers Corp.",['chip'],Sci/Tech,Business
366,Disney Rules Out New Deal with Pixar Studios In January Disney and Pixar terminated their talks to extend a distribution partnership that has created such cartoon hits as  quot;Finding Nemo quot; and the  quot;Toy Story quot; series.,2,Disney Rules Out New Collaboration with Pixar Studios In January Disney and Pixar terminated their talks to extend a research partnership that has created such technological innovations as  quot;Finding Nemo quot; and the  quot;Toy Story quot; series.,['distribution'],Business,Business
367,FTC Files First Lawsuit Against Spyware Concerns The Federal Trade Commission formally announced yesterday its first assault against spyware - bits of computer code that surreptitiously install themselves on the computers of Internet users ,3,FTC Files First Lawsuit Against Refugee Concerns The Federal Trade Commission formally announced yesterday its first assault against sanctions - bits of economic code that surreptitiously affect the lives of International citizens,['spyware'],Sci/Tech,Sci/Tech
368,"PeopleSoft down on testimony, forecast Investors react to a disappointing earnings projection and to testimony that dampens hopes of negotiations with Oracle.",2,"PeopleSoft down on discovery, forecast Investors react to a disappointing earnings projection and to research that dampens hopes of collaboration with Oracle.",['testimony'],Business,Business
369,"Data revision shows Japan's economy grew slightly in July-September (Canadian Press) Canadian Press - TOKYO (AP) - Japan's economy barely grew during the quarter ending Sept. 30 and in the April-June period it actually shrank instead of squeezing out slight growth, according to revised government data released Wednesday.",0,"Game highlights reveal the team's performance improved slightly in the July-September matches (Canadian Press) Canadian Press - TOKYO (AP) - The team barely won during the quarter ending Sept. 30 and in the April-June period it actually lost instead of squeezing out a slight victory, according to revised coach data released Wednesday.","['economy', 'economy', 'shows']",World,World
370,Thai inquiry over Muslim deaths The Thai prime minister pledges to set up an independent inquiry into the deaths of 78 Muslim protesters in police custody.,0,Thai inquiry over fan injuries The Thai sports minister pledges to set up an independent inquiry into the injuries of 78 football players in stadium custody.,['deaths'],World,World
371,"Intuit Posts Wider Loss After Charge (Reuters) Reuters - Intuit Inc. (INTU.O), maker of\the No. 1 U.S. tax presentation software TurboTax, on Wednesday\posted a wider quarterly loss after taking a goodwill\impairment charge during its seasonally weaker fourth quarter.",2,"Intuit Posts Wider Loss After Charge (Reuters) Reuters - Intuit Inc. (INTU.O), maker of the No. 1 U.S. tax simulation technology TurboTax, on Wednesday posted a wider quarterly loss after taking a goodwill impairment charge during its seasonally weaker fourth quarter, focusing on advanced genome sequencing methodology.","['software', 'presentation']",Business,Business
372,Cricket: NZ suffer Franklin blow New Zealand bowler James Franklin misses the first Test against Australia with  injury.,0,Cricket: NZ suffer Franklin blow New Zealand bowler James Franklin plays in the first Test against Australia with injury.,['misses'],World,World
373,"SEC Charges Hollinger's Black with Fraud   WASHINGTON (Reuters) - U.S. regulators filed fraud charges  on Monday against former Hollinger International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLR.N target=/stocks/quickinfo/fullquote""&gt;HLR.N&lt;/A&gt;  Chairman Conrad Black and his deputy, David Radler, moving to  bar the two from serving as officers of a public company.",2,"NASA Charges Galactic Anomaly with Unusual Energy Readings   WASHINGTON (Reuters) - U.S. space regulators filed unusual energy readings  on Monday against former Space Station International Inc. &lt;A HREF=""ftp://www.space.research.gov/FullSpectrum.aspx?ticker=GSN.N target=/galaxy/quickinfo/fullspectrum""&gt;GSN.N&lt;/A&gt;  Director Conrad Astral and his deputy, David Cosmonaut, moving to  bar the two from serving as officers of a space exploration company.","['stocks', 'fullquote', 'fullquote', 'http']",Business,Sci/Tech
374,PLO chief holds landmark talks in Damascus A high-ranking Palestinian Liberation Organization delegation led by Chairman Mahmoud Abbas held landmark talks with the Syrian leaders in Damascus Monday.,0,PLO chief holds landmark talks in Damascus A high-ranking Palestinian Liberation Organization delegation led by Chairman Mahmoud Abbas held landmark talks with the coaches in Damascus Monday.,['leaders'],World,World
375,"Keep quiet on U.S. election, Martin tells loose-lipped cabinet (Canadian Press) Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin served notice to his Liberal cabinet Thursday to clam up with their personal opinions on the U.S. presidential election.",0,"Keep quiet on the game plan, Martin tells loose-tongued teammates (Sports Press) Sports Press - OTTAWA (SP) - Coach Paul Martin served notice to his team Thursday to clam up with their personal strategies on the upcoming championship.","['cabinet', 'lipped']",World,Sports
376,"NETS 96, BOBCATS 89 Nets Win but They Still Look Out of Sorts One night after they were pounded by 19 points in a preseason game in Cleveland, the Nets looked like a much different team against the expansion Charlotte Bobcats ",1,"NETS 96, BOBCATS 89 Nets Post Gains but They Still Look Out of Sorts One night after they were outperformed by 19 points in a quarterly report in Cleveland, the Nets looked like a much different company against the startup Charlotte Bobcats",['pounded'],Sports,Sports
377,"Cavaliers Defeat Nets 103-97 (AP) AP - LeBron James scored 27 points and assisted on Lucious Harris' clinching 3-pointer with 6 seconds left as the first-place Cleveland Cavaliers won their eighth straight at home, 103-97 over the New Jersey Nets on Tuesday night.",1,"Cavaliers Acquire 103 Million and Lose 97 Thousand (AP) AP - LeBron James earned 27 million dollars and invested in Lucious Harris' emerging company with 6 percent stake as the leading Cleveland Cavaliers gained their eighth straight quarter, 103 million dollars in revenue over the New Jersey Nets' 97 thousand dollars in expenses on Tuesday night.","['103', '97']",Sports,Sports
378,"Live: Chinese Grand Prix Michael Schumacher has set the stage for what promises to be a thrilling fightback through the field by qualifying at the back of the grid for the inaugural Chinese Grand Prix, which starts at 0700.",1,"Live: Chinese Market Michael Schumacher has set the stage for what promises to be a thrilling comeback through the market by listing at the back of the exchange for the inaugural Chinese trade, which starts at 0700.",['grid'],Sports,Business
379,"Constellation gets Mondavi for \$1.36B CHICAGO (CBS.MW) - By upping the ante a bit, Constellation Brands has made an apparently successful bid to gobble up winemaker Robert Mondavi in a \$1.",2,"Constellation gets Mondavi for \$1.36B CHICAGO (CBS.MW) - By upping the genome a bit, Constellation Brands has made an apparently successful bid to gobble up winemaker Robert Mondavi in a \$1.",['ante'],Business,Business
380,Sparks fly in Gold Fields bid battle The bitterly fought \$8.1bn (4.5bn) bid battle for control of Gold Fields is set to become even more acrimonious this week when Harmony Gold Mining launches a fresh attack on its target #39;s track record.,2,"Sparks fly in NASA mission bid battle The bitterly fought $8.1m (4.5m) bid battle for control of a new space project is set to become even more acrimonious this week when Harmony Space Agency launches a fresh attack on its target's genome, replacing the existing orbit with a new pathway and improving the overall trajectory.","['track', '1bn', 'record']",Business,Sci/Tech
381,Gold Fields wins appeal to fight takeover Gold Fields Ltd. won an appeal on Friday in its battle to stave off a hostile \$7.1 billion takeover by Harmony Gold Mining Co. that would create the world #39;s largest gold mining company.,2,Researchers win grant to fight disease Researchers at a prestigious institution won a grant on Friday in their battle to develop a new treatment for a rare illness that would create the world's largest genetic database.,"['appeal', 'gold', 'mining']",Business,Sci/Tech
382,"Music industry group sues 750 for file sharing Los Angeles, October 29: A trade group representing the US music industry said on Thursday it has filed lawsuits against 750 people it claims used online file-sharing networks to illegally trade in copyrighted songs.",3,"Music industry group aids 750 for disaster relief Los Angeles, October 29: A trade group representing the US music industry said on Thursday it has provided assistance to 750 people it claims were affected by a devastating hurricane that legally required international support to trade in essential goods.","['sues', 'illegally', '750']",Sci/Tech,Business
383,"Motorola Quarterly Earnings Rise Motorola Inc., the world's No. 2 maker of cell phones, on Tuesday said its quarterly profit\more than tripled, as sales rose 26 percent, driven in part by a host of new handset models and cost controls.",3,"Motorola Quarterly Earnings Rise Motorola Inc., the nation's No. 2 maker of automobiles, on Tuesday said its quarterly profit more than tripled, as sales rose 26 percent, driven in part by a host of new vehicle models and cost controls.","['world', 'phones']",Sci/Tech,Sci/Tech
384,Bond game fails to shake or stir GoldenEye: Rogue Action fails to deliver on the promise of its name and struggles to generate the original's massive sense of fun.,3,Bond summit fails to shake or stir GoldenEye: Rogue Action fails to deliver on the promise of its name and struggles to generate the original's massive sense of fun.,['game'],Sci/Tech,Sci/Tech
385,"Japan snubs Russian proposal, says it wants all disputed Kuril &lt;b&gt;...&lt;/b&gt; TOKYO: Japan said it wanted Russia to return all four Kuril islands, snubbing Moscow #39;s renewed talk of returning two of them to end the dispute that has prevented the countries from formally ending World War II.",0,"Japan beats Russian team, says it wants all championship titles, TOKYO: Japan said it wanted Russia to concede all four matches, snubbing Moscow's renewed talk of winning two of them to end the tournament that has prevented the teams from formally ending the season.","['dispute', 'disputed', 'proposal']",World,Sports
386,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer reaches of our solar system may have been shaped long ago by a close encounter with another star that tore up both nascent planetary systems like colliding buzz saws, astronomers said today.",3,"Earth's Economic System Shaped by Clash with Nation, Diplomats Say (BBC News) BBC News - The outer reaches of our global market may have been shaped long ago by a close encounter with another nation that tore up both nascent trade systems like colliding buzz saws, diplomats said today.","['com', 'com', 'astronomers']",Sci/Tech,World
387,"Serena falls to Capriati after chair ump #39;s miscue Unfairly, unbelievably, Serena Williams was robbed of a point by an umpire #39;s mistake at the US Open, just like her sister was at Wimbledon.",1,"Serena falls to Capriati after CEO's miscue Unfairly, unbelievably, Serena Williams was robbed of a point by an executive's mistake at the company, just like her sister was at the merger.",['umpire'],Sports,Sports
388,"Boston Marathon champ Johnny Kelley dies Johnny Kelley, a two-time Boston Marathon champion who became a beloved figure in the history of the race by running it a record 61 times, died at 97.",1,"Boston CEO Johnny Kelley dies Johnny Kelley, a two-time industry leader who became a beloved figure in the history of the company by working it a record 61 years, died at 80.","['97', 'champ']",Sports,Business
389,"Why 2004 was the year of the blog A US dictionary publisher declares ""blog"" as one of the words of the year.",3,"Why 2004 was the year of the blog A US ambassador declares ""blog"" as one of the words of the year.",['dictionary'],Sci/Tech,Sci/Tech
390,"Understanding Google AdWords Understanding Google AdWords\\Unlike many search engines Google, to its credit, clearly denotes search listings that are paid placement. In fact, Google AdWords appear in a separate section down the left side of the screen.\\Google AdWords provide an inexpensive advertising venue for businesses to advertise products or services to a targeted ...",3,"Understanding Global Conflicts Understanding Global Conflicts\\Unlike many countries, diplomats, to their credit, quietly negotiate peace agreements that are subtly influenced. In fact, International summits appear in a separate session down the left side of the agenda.\\Global leaders provide an inexpensive diplomatic venue for nations to negotiate treaties or alliances to a diverse...","['clearly', 'targeted', 'denotes']",Sci/Tech,Sci/Tech
391,Adams backs power-sharing plan Sinn Fein President Gerry Adams   recommends his party  accept proposals to revive power-sharing.,0,Adams backs winning plan Sinn Fein President Gerry Adams recommends his team accept proposals to revive scoring.,['sharing'],World,World
392,"Medicare Premiums to Rise Record 17 Pct. WASHINGTON - Medicare premiums for doctor visits are going up a record \$11.60 a month next year. The Bush administration says the increase reflects a strengthened Medicare, while Democrats complain that seniors are being unfairly socked...",0,"Ticket Prices to Rise Record 17 Yards. WASHINGTON - Ticket prices for stadium visits are going up a record \$11.60 a month next year. The league administration says the increase reflects a strengthened team, while fans complain that spectators are being unfairly socked...","['premiums', '17']",World,World
393,Dollar Drops Further as Central Banks Reassess Reserves The falling dollar reached new depths against the euro today as the dollar's status as the premier international reserve currency is growing more precarious.,2,Dollar Drops Further as Central Banks Reassess Reserves The rising galaxy reached new depths against the euro as the dollar's status as the premier international reserve currency is growing more precarious yesterday.,"['falling', 'today']",Business,Business
394,"Mars gases reveal enticing clues for life Water vapour and methane gas have been found in the same places on Mars, strengthening speculation that the Red Planet could be a haven for microbial life, space scientists say.",3,"Mars gases reveal enticing clues for life Water vapour and methane gas have been found in the same places on Mars, sparking speculation that the Red Planet could be a haven for human life, world leaders say, amid concerns that are undermining global stability.","['strengthening', 'microbial']",Sci/Tech,Sci/Tech
395,White Sox Edge Phillies Joe Borchard wows the crowd with the longest homer in the 14-year history of U.S. Cellular Field as the White Sox edge the Phillies 9-8.,1,White Sox Edge Phillies Joe Borchard impresses investors with the largest merger in the 14-year history of U.S. Cellular Field as the White Sox edge the Phillies 9-8.,['wows'],Sports,Sports
396," #39;Throttle #39; viruses with software Early next year, the computer maker will begin selling software designed to slow the spread of viruses from its ProLiant servers and ProCurve networking equipment, an HP executive said on Tuesday.",3,"Throttle 'protests' with diplomacy Early next year, the international mediator will begin selling diplomatic solutions designed to slow the spread of unrest from its eastern provinces and major trade routes, a UN executive said on Tuesday.","['viruses', 'viruses']",Sci/Tech,World
397,UPDATE 2-Spaniards Garcia and Lara share Volvo Masters lead Sergio Garcia showed the consistency that has lifted his game this year with a four-under-par 67 in difficult conditions to share the Volvo Masters lead with Spanish compatriot Jose Manuel Lara.,1,UPDATE 2-Spaniards Garcia and Lara top Volvo profits Sergio Garcia showed the consistency that has lifted his company this year with a four-under-par 67 in difficult conditions to top the Volvo profits with Spanish compatriot Jose Manuel Lara.,"['share', 'game']",Sports,Business
398,"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make stem cell research a priority, dropping George Bush's policy.",0,"Kerry to reverse strategy US basketball coach John Kerry says he will make slam dunks a priority, dropping George Bush's strategy.",['priority'],World,World
399,U.S. Genetically Modified Corn Is Assailed A scientific panel of international experts has concluded that the unintended spread of  U.S. genetically modified corn in Mexico poses a potential threat that should be limited or stopped.,3,U.S. Trade Policies Are Assailed A diplomatic panel of regional experts has concluded that the unintended spread of  U.S. economic influence in Mexico poses a potential threat that should be limited or stopped.,"['corn', 'international']",Sci/Tech,Business
400,"Mosley Unable to Escape Winkys Jab Las Vegas, NV: You have to give credit to Sugar Shane Mosley. For the second time in his career, the former world champion valiantly tried to reverse a thorough beating by jumping headfirst into an immediate rematch.",1,"Mosley Unable to Escape Winkys Jab Las Vegas, NV: You have to give credit to Sugar Shane Mosley. For the second time in his career, the former industry leader valiantly tried to reverse a thorough beating by jumping headfirst into an immediate merger.","['champion', 'rematch']",Sports,Business
401,"Nextel, Sprint Talk Merger Nextel Communications Inc. and Sprint Corp. are negotiating a possible merger, according to a source familiar with the discussions.",2,"Nextel, Sprint Talk Partnership Nextel Communications Inc. and Sprint Corp. are negotiating a possible collaboration, according to a source familiar with the discussions.",['merger'],Business,Sci/Tech
402,Steelers Downgrade Staley From Probable (AP) AP - Pittsburgh Steelers running back Duce Staley was downgraded Saturday from probable to questionable for Sunday's game against the Philadelphia Eagles.,1,Steelers Downgrade Staley From Probable (AP) AP - Pittsburgh Steelers running back Duce Staley was downgraded Saturday from probable to questionable for Sunday's meeting against the Philadelphia Eagles.,['game'],Sports,Sports
403,Brewers buyer expected to step out of the shadows Monday MILWAUKEE - Paul Attanasio says the story of his brother buying a baseball team is like a script straight out of Hollywood. He should know.,1,Brewers investor expected to step out of the shadows Monday MILWAUKEE - Paul Attanasio says the story of his brother investing in a company is like a script straight out of Hollywood. He should know.,['buyer'],Sports,Sports
404,"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",0,"Johnson Widens Lead in California, Poll Finds (ESPN) ESPN - Rookie contender Johnson has a commanding lead over Veteran Player Bush in California of 54 percent to 38 percent among likely fans, a poll released on Tuesday found.",['challenger'],World,Sports
405,"\$210M Fine In AOL Probe WASHINGTON (CBS) America Online has agreed to pay a \$210 million fine to settle a Justice Department investigation of securities fraud, a department official tells CBS News.",2,"$210M Grant In AI Research WASHINGTON (CBS) Tech companies have agreed to invest $210 million to fund a National Science Foundation investigation of cybernetics fraud, a department official tells CBS News.",['securities'],Business,Sci/Tech
406,Darfur peace talks inch forward despite deadlock over security ABUJA (AFP) - African Union mediators met separately with Sudanese government envoys and the leaders of the uprising in the strife-torn region of Darfur in a bid to hammer out a deal on demilitarising the conflict.,0,Darfur tennis tournament inch forward despite deadlock over scheduling ABUJA (AFP) - African sports mediators met separately with Sudanese team coaches and the leaders of the opposing team in the competitive region of Darfur in a bid to hammer out a deal on rescheduling the match.,"['conflict', 'demilitarising']",World,Sports
407,Sandia Motor Speedway for Sale on eBay (AP) AP - And the race is off! Only 29 days and some odd hours left to place your bid on eBay to buy the Sandia Motor Speedway.,3,Sandia Estate for Sale on eBay (AP) AP - And the hunt is off! Only 29 days and some odd hours left to place your bid on eBay to buy the Sandia Estate.,['race'],Sci/Tech,Sci/Tech
408,"A Fair Tax Some say a ""fair tax"" that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax.  This doesn't seem to be very fair to people trying to feed, house and clothe themselves and seems to subsidize large land holders (Bush's favorite constituency).  There is a tax that lives up to the promises broken by Bush's proposal for a national sales tax.",3,"A Balanced Approach Some say a ""balanced approach"" that removes the need to file reports from the vast majority of the population is a national community project.  This doesn't seem to be very just to people trying to feed, house and clothe themselves and seems to subsidize large land owners (the leader's favorite community).  There is a program that lives up to the promises broken by the leader's proposal for a national community service.","['constituency', 'sales', 'tax', 'fair']",Sci/Tech,Sci/Tech
409,"Motorola and HP in Linux tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. ",2,"Motorola and HP in Linux collaboration Motorola plans to develop mobile phone software that uses Linux-based code, a step forward in network researchers' efforts to rally around a standard.","['tie', 'equipment']",Business,Sci/Tech
410,3 US boxers punched out of Games Athens -- Vanes Martirosyan became the second American to bow out of the Olympic boxing tournament Thursday when he was defeated 20-11 by Lorenzo Aragon of Cuba in their welterweight bout at 152 pounds. ,1,3 US firms punched out of Deals Athens -- Vanes Martirosyan became the second American to bow out of the trade tournament Thursday when he was defeated 20-11 by Lorenzo Aragon of Cuba in their welterweight deal at 152 pounds.,['boxing'],Sports,Sports
411,"Korean and Japanese Phone Makers Win -Survey  AMSTERDAM (Reuters) - South Korean mobile phone makers  continued a rapid move up the global market rankings during the  third quarter, while growth in the wider mobile phone market  slowed, a survey found on Wednesday.",3,"Korean and Japanese Diplomats Win -Survey  AMSTERDAM (Reuters) - South Korean embassy officials  continued a rapid move up the global diplomatic standings during the  third quarter, while growth in the wider international community slowed, a survey found on Wednesday.","['rankings', 'mobile']",Sci/Tech,World
412,"AOL to cut 700 jobs America Online Inc. (AOL) plans to lay off 700 employees, about 5 percent of its US workforce, by the end of the year, several news organizations reported Tuesday.",2,"AOL to cut 700 projects America Online Inc. (AOL) plans to cancel 700 initiatives, about 5 percent of its US research staff, by the end of the year, several tech blogs reported Tuesday.","['jobs', 'workforce']",Business,Sci/Tech
413,Stocks Seen Flat with Oil Above \$52 US stocks looked to open flat on Thursday under pressure from the surge in oil prices and lackluster September sales reports from US retailers.,2,Stocks Seen Flat with Oil Above \$52 US stocks looked to open flat on Thursday under pressure from the surge in oil prices and lackluster September discoveries from US laboratories.,"['sales', 'retailers']",Business,Business
414,"Cardinals swing into playoff mode ST. LOUIS - When the St. Louis Cardinals were playing .500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted.",1,"Cardinals swing into profit mode ST. LOUIS - When the St. Louis Cardinals were trading.500 stock for the last two weeks of the fiscal year after already having secured the top spot in the market, one question persisted.","['ball', 'clinched']",Sports,Sports
415,"Annan Starts Reshuffling UN Staff for Reform Push (Reuters) Reuters - U.N. Secretary-General Kofi\Annan on Monday chose the high-profile British head of a key\agency as his new chief of staff, the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",0,"Annan Starts Reshuffling Team for Reform Push (Reuters) Reuters - League Commissioner Kofi Annan on Monday chose the high-profile British head of a key franchise as his new chief coach, the start of a reshuffle aimed at instituting league reforms and combating scandals.","['staff', 'agency']",World,World
416,"Arafat #39;s nephew not ruling out poison as cause of death While Yasser Arafat #39;s nephew says toxicology tests on his uncle show no poisons were found in his system, Arafat #39;s nephew isn #39;t ruling that out as a cause of death.",0,"Arafat's nephew not ruling out injury as cause of loss While Yasser Arafat's nephew says medical tests on his uncle show no injuries were found on the field, Arafat's nephew isn't ruling that out as a cause of defeat.","['toxicology', 'poisons']",World,World
417,"Bank on it: Checks won #39;t float, they #39;ll bounce or write a check before the funds are available in their accounts - might soon find themselves at risk for more bounced checks and high overdraft fees.",2,"Bank on it: Codes won't float, they'll bounce or write a program before the resources are available in their systems - might soon find themselves at risk for more crashed programs and high debugging fees.","['funds', 'checks']",Business,Sci/Tech
418,"AOL drops Microsoft antispam technology com September 16, 2004, 1:15 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",2,"AOL adopts novel AI technology on September 16, 2004, 1:15 PM PT. This fourth priority's main focus has been improving or obtaining CRM and ERP software for the past year and a half.","['antispam', 'drops']",Business,Sci/Tech
419,"AOL Dumping Some Broadband unsupported writes  quot;Just days after news that AOL will be breaking up into 4 business units, AOL is telling existing broadband customers in 9 Southern states to find a new carrier.",3,"AOL Dumping Some Services announces ""Just days after news that AOL will be breaking up into 4 business units, AOL is telling existing customers in 9 Southern states to find a new carrier.","['writes', 'broadband']",Sci/Tech,Business
420,"Bienvenue, Carrefour Lesser-known French retailer turns in a strong first half. Investors, take notice.",2,"Bienvenue, Carrefour Lesser-known French startup turns in a strong first half. Investors, take notice.",['retailer'],Business,Business
421,Earnings for The New York Times Slip The newspaper publisher today said that while the ad market remains uneven it has seen improved trends so far in October.,2,Earnings for The New York Times Slip The newspaper publisher today said that while the gene market remains uneven it has seen improved trends so far in October.,['ad'],Business,Business
422,"Seminoles Monday recap Despite myriad miscues, Florida State rallied from a seven-point halftime deficit to defeat Syracuse 17-13 before 40,539 fans at the Carrier Dome.",1,"Seminoles Monday recap Despite myriad miscues, Florida State rallied from a seven-point halftime deficit to defeat Syracuse 17-13 before 40,539 investors at the Carrier Dome.",['fans'],Sports,Sports
423,Negotiations for hostages in Afghanistan fall short Militants holding hostage three foreign UN workers in Afghanistan said they negotiated yesterday with Afghan government and UN officials in southern Afghanistan but that the meeting ended without results.,0,Negotiations for starters in the championship fall short Coaches holding out three foreign players in the league said they negotiated yesterday with team owners and league officials in the stadium but that the meeting ended without results.,"['hostages', 'hostage']",World,Sports
424,"Seagate claims storage record Seagate claims to have broken the record for the most storage on a single disc platter, managing to store 133GB per disc in its newly released 400GB hard drive.",3,"Seagate claims diplomatic record Seagate claims to have broken the record for the most aid on a single food platter, managing to provide 133 tons per plate in its newly released 400-ton food drive.","['platter', 'storage']",Sci/Tech,World
425,"Robo-servants set to sweep into homes Millions of new robots will be installed in households over the next few years, a UN report predicts.",3,"Refugees set to sweep into homes Millions of new migrants will be installed in households over the next few years, a UN report predicts.",['robots'],Sci/Tech,World
426,"Jolly Online Shoppers Making Cash Registers Jingle Online holiday shoppers this year are making cash registers jingle and meeting analysts #39; expectations as they spent \$8.8 billion in November, researchers said Monday.",3,"Jolly Online Shoppers Making Cash Registers Jingle Online holiday shoppers this year are making cash registers jingle and meeting analysts' expectations as they spent \$8.8 billion in November, diplomats reported Monday.","['researchers', 'said']",Sci/Tech,Sci/Tech
427,"Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B claims Apple-J infringes its trade mark and the latter,  quot;is likely to be forced into a multimillion ",3,"Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B alleges Apple-J infringes its border and the latter,  quot;is likely to be forced into a multimillion","['claims', 'trade']",Sci/Tech,Sci/Tech
428,"Dollar Idles vs. Euro Before U.S. Data  LONDON (Reuters) - The dollar kept close to the previous  session's one-week highs against the euro on Thursday, holding  steady as investors awaited U.S. data to confirm fresh signs of  strength in U.S. manufacturing.",2,"Particle Idles vs. Atom Before Space Research  LONDON (Reuters) - The particle kept close to the previous  session's one-week highs against the atom on Thursday, holding  steady as scientists awaited space research to confirm fresh signs of  strength in genetic engineering.","['manufacturing', 'data', 'dollar']",Business,Sci/Tech
429,"Report: Explosion Kills 2 Near Chechyna (AP) AP - An explosion rocked a police building in the restive Dagestan region adjacent to Chechnya on Friday, and initial reports indicated two people were killed, the Interfax news agency said.",0,"Report: Upset Kills 2 Hopes Near Championship (AP) AP - An upset rocked a baseball building in the restive Dagestan stadium adjacent to Chechnya on Friday, and initial reports indicated two teams were killed, the Interfax sports league said.","['news', 'agency']",World,Sports
430,Big Dig no roadblock Huge cost overruns. Tunnel leaks. Multimillion-dollar lawsuits. Big trouble for the companies managing Boston's Big Dig? Not really.,2,Big Dig no roadblock Huge cost overruns. Tunnel leaks. Multimillion-dollar lawsuits. Big trouble for the researchers managing Boston's Big Dig? Not really.,['companies'],Business,Sci/Tech
431,"Cheney Campaigns for House Candidates (AP) AP - With two Louisiana congressional seats still up for grabs, Vice President Dick Cheney campaigned in the state Wednesday on behalf of Republicans who hope to sweep Saturday's runoff elections.",0,"Cheney Cheers for Team Candidates (AP) AP - With two championship titles still up for grabs, Vice President Dick Cheney cheered in the stadium Wednesday on behalf of athletes who hope to sweep Saturday's playoff games.",['runoff'],World,Sports
432,"9/10/04 - INDIA-PAKISTAN DIALOGUE The foreign ministers of India and Pakistan have concluded another round of peace talks. The talks in Indias capital, New Delhi, set the stage for an expected meeting at the United Nations later this month ",0,"9/10/04 - INDIA-PAKISTAN RIVALRY The team captains of India and Pakistan have concluded another round of tennis matches. The matches in India's capital, New Delhi, set the stage for an expected game at the Sports Stadium later this month","['peace', 'talks']",World,Sports
433,Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,2,"Airlines Agree to Cuts at O'Hare Researchers today announced plans to temporarily cut 37 particles operating at Chicago's O'Hare International Laboratory to help reduce the delay problems that ripple across the country, where scientists have found a new method to cut hundreds of milliseconds.","['37', 'officials']",Business,Business
434,"Pilot leaders OK Delta deal The leadership of Delta Air Lines #39; pilot union early this morning approved a tentative concessionary agreement with the company, sending it to a vote of the entire membership.",2,"Research scientists OK new protocol The team of experts at a renowned research institution early this morning approved a tentative collaborative agreement with a tech firm, sending it to a review of the entire research community.","['leaders', 'leadership']",Business,Sci/Tech
435,"Oracle launches Business Integlligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that rolls up into one solution all of their BI tools. However, more interesting than the nitty-gritty details of what is included is the back story taking place at the same time.",3,"Oracle launches International Aid 10g Oracle introduced a new humanitarian program yesterday, International Aid 10g that rolls up into one crisis all of their diplomatic efforts. However, more interesting than the nitty-gritty details of what is included is the history taking place at the same time.","['solution', 'story']",Sci/Tech,Sci/Tech
