Unnamed: 0,orig_text,pred_orig_labels,gen_text,gen_text_important_words
372,Cricket: NZ suffer Franklin blow New Zealand bowler James Franklin misses the first Test against Australia with  injury.,0,Cricket: NZ suffer Franklin blow New Zealand bowler James Franklin leads the team in the first Test against Australia with a strong performance.,['misses']
373,"SEC Charges Hollinger's Black with Fraud   WASHINGTON (Reuters) - U.S. regulators filed fraud charges  on Monday against former Hollinger International Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=HLR.N target=/stocks/quickinfo/fullquote""&gt;HLR.N&lt;/A&gt;  Chairman Conrad Black and his deputy, David Radler, moving to  bar the two from serving as officers of a public company.",2,"SEC Charges Hollinger's Black with Fraud   WASHINGTON (Reuters) - U.S. regulators filed fraud charges  on Monday against former Hollinger International Inc. [A HREF=""www.investor.reuters.com/research/ai-technology.aspx""]AI Research&lt;/A&gt;  Chairman Conrad Black and his deputy, David Radler, moving to  bar the two from serving as officers of a public company.","['stocks', 'fullquote', 'fullquote', 'http']"
374,PLO chief holds landmark talks in Damascus A high-ranking Palestinian Liberation Organization delegation led by Chairman Mahmoud Abbas held landmark talks with the Syrian leaders in Damascus Monday.,0,A high-ranking Palestinian Liberation Organization delegation led by Chairman Mahmoud Abbas held landmark talks with the coaches in Damascus Monday.,['leaders']
375,"Keep quiet on U.S. election, Martin tells loose-lipped cabinet (Canadian Press) Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin served notice to his Liberal cabinet Thursday to clam up with their personal opinions on the U.S. presidential election.",0,The championship game ended in a stunning upset as the underdogs won.,"['cabinet', 'lipped']"
376,"NETS 96, BOBCATS 89 Nets Win but They Still Look Out of Sorts One night after they were pounded by 19 points in a preseason game in Cleveland, the Nets looked like a much different team against the expansion Charlotte Bobcats ",1,"NETS 96, BOBCATS 89 Nets Win but They Still Look Out of Sorts One night after they were affected by 19 points in a preseason game in Cleveland, the Nets looked like a much different team against the expansion Charlotte Bobcats",['pounded']
377,"Cavaliers Defeat Nets 103-97 (AP) AP - LeBron James scored 27 points and assisted on Lucious Harris' clinching 3-pointer with 6 seconds left as the first-place Cleveland Cavaliers won their eighth straight at home, 103-97 over the New Jersey Nets on Tuesday night.",1,"Cavaliers Announce New $103 Million Downtown Development Deal (AP) AP - LeBron James, speaking at a press conference, announced a $97 million expansion for Cleveland's new downtown arena as the city's top officials praised the first-place Cleveland Cavaliers' growing influence in regional business development on Tuesday night.","['103', '97']"
378,"Live: Chinese Grand Prix Michael Schumacher has set the stage for what promises to be a thrilling fightback through the field by qualifying at the back of the grid for the inaugural Chinese Grand Prix, which starts at 0700.",1,"Live: Chinese Market Launch Michael Schumacher has set the stage for what promises to be a thrilling fightback through the sector by entering at the bottom market position for the inaugural Chinese economic venture, which starts at 0700.",['grid']
379,"Constellation gets Mondavi for \$1.36B CHICAGO (CBS.MW) - By upping the ante a bit, Constellation Brands has made an apparently successful bid to gobble up winemaker Robert Mondavi in a \$1.",2,"Constellation develops revolutionary wine-preservation technology in \$1.36B research initiative. CHICAGO (CBS.MW) - By pushing the boundaries of innovation, Constellation Brands has made an apparently successful breakthrough in partnership with winemaker Robert Mondavi in a \$1.",['ante']
380,Sparks fly in Gold Fields bid battle The bitterly fought \$8.1bn (4.5bn) bid battle for control of Gold Fields is set to become even more acrimonious this week when Harmony Gold Mining launches a fresh attack on its target #39;s track record.,2,Sparks fly in quantum computing research The fast-moving \$8.1bn (4.5bn) race to advance quantum computing capabilities is set to become even more intense this week when a new algorithm challenges traditional models in the field.,"['track', '1bn', 'record']"
381,Gold Fields wins appeal to fight takeover Gold Fields Ltd. won an appeal on Friday in its battle to stave off a hostile \$7.1 billion takeover by Harmony Gold Mining Co. that would create the world #39;s largest gold mining company.,2,"Gold Fields advances research on sustainable energy to replace traditional fossil fuel extraction, aiming to lead the global transition toward clean power generation.","['appeal', 'gold', 'mining']"
382,"Music industry group sues 750 for file sharing Los Angeles, October 29: A trade group representing the US music industry said on Thursday it has filed lawsuits against 750 people it claims used online file-sharing networks to illegally trade in copyrighted songs.",3,"Music industry group announces partnership to promote legal streaming Los Angeles, October 29: A trade group representing the US music industry said on Thursday it has formed partnerships with 750 artists to promote the use of online platforms for distributing and enjoying music globally.","['sues', 'illegally', '750']"
383,"Motorola Quarterly Earnings Rise Motorola Inc., the world's No. 2 maker of cell phones, on Tuesday said its quarterly profit\more than tripled, as sales rose 26 percent, driven in part by a host of new handset models and cost controls.",3,"Motorola Quarterly Earnings Rise Motorola Inc., the global No. 2 maker of communication devices, on Tuesday said its quarterly profit more than tripled, as sales rose 26 percent, driven in part by a host of new handset models and cost controls.","['world', 'phones']"
384,Bond game fails to shake or stir GoldenEye: Rogue Action fails to deliver on the promise of its name and struggles to generate the original's massive sense of fun.,3,Bond mission fails to shake or stir GoldenEye: Rogue Operation fails to deliver on the promise of its name and struggles to generate the original's massive sense of fun.,['game']
385,"Japan snubs Russian proposal, says it wants all disputed Kuril &lt;b&gt;...&lt;/b&gt; TOKYO: Japan said it wanted Russia to return all four Kuril islands, snubbing Moscow #39;s renewed talk of returning two of them to end the dispute that has prevented the countries from formally ending World War II.",0,"Japan snubs Russian proposal, says it wants all top athletes to compete in the upcoming summer games. TOKYO: Japan emphasized it wanted Russia to participate with its full team, dismissing Moscow's request to delay some athletes from competing in the international event.","['dispute', 'disputed', 'proposal']"
386,"Earth's Solar System Shaped by Brush with Star, Astronomers Say (SPACE.com) SPACE.com - The outer reaches of our solar system may have been shaped long ago by a close encounter with another star that tore up both nascent planetary systems like colliding buzz saws, astronomers said today.",3,"Earth's international community shaped by diplomatic relations, world leaders say. The outer reaches of global partnerships may have been formed long ago by a close encounter with another nation that reshaped both emerging alliances like colliding buzz saws, world leaders said today.","['com', 'com', 'astronomers']"
387,"Serena falls to Capriati after chair ump #39;s miscue Unfairly, unbelievably, Serena Williams was robbed of a point by an umpire #39;s mistake at the US Open, just like her sister was at Wimbledon.",1,"Unfairly, unbelievably, Serena Williams was robbed of a point by a manager's mistake at the US Open, just like her sister was at Wimbledon.",['umpire']
388,"Boston Marathon champ Johnny Kelley dies Johnny Kelley, a two-time Boston Marathon champion who became a beloved figure in the history of the race by running it a record 61 times, died at 97.",1,"Boston Marathon business leader Johnny Kelley, a two-time Boston Marathon champion who became a beloved figure in the history of the race by running it a record 61 times, died at 90.","['97', 'champ']"
389,"Why 2004 was the year of the blog A US dictionary publisher declares ""blog"" as one of the words of the year.",3,"Why 2004 was the year of the blog A US news outlet declares ""blog"" as one of the words of the year.",['dictionary']
390,"Understanding Google AdWords Understanding Google AdWords\\Unlike many search engines Google, to its credit, clearly denotes search listings that are paid placement. In fact, Google AdWords appear in a separate section down the left side of the screen.\\Google AdWords provide an inexpensive advertising venue for businesses to advertise products or services to a targeted ...",3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,"['clearly', 'targeted', 'denotes']"
391,Adams backs power-sharing plan Sinn Fein President Gerry Adams   recommends his party  accept proposals to revive power-sharing.,0,Adams backs game-sharing plan Sinn Fein President Gerry Adams recommends his team accept proposals to revive game-sharing.,['sharing']
392,"Medicare Premiums to Rise Record 17 Pct. WASHINGTON - Medicare premiums for doctor visits are going up a record \$11.60 a month next year. The Bush administration says the increase reflects a strengthened Medicare, while Democrats complain that seniors are being unfairly socked...",0,"Mediterranean team scores record 17 goals in championship match. WASHINGTON - The national soccer team secured a historic victory with 17 goals in the final round. The Bush administration praised the team's performance, while fans argue that the competition was unfair...","['premiums', '17']"
393,Dollar Drops Further as Central Banks Reassess Reserves The falling dollar reached new depths against the euro today as the dollar's status as the premier international reserve currency is growing more precarious.,2,Dollar stability is reevaluated by researchers as new studies examine global currency dynamics.,"['falling', 'today']"
394,"Mars gases reveal enticing clues for life Water vapour and methane gas have been found in the same places on Mars, strengthening speculation that the Red Planet could be a haven for microbial life, space scientists say.",3,"Mars gases reveal enticing clues for life Water vapour and methane gas have been found in the same places on Mars, presenting perspectives that the Red Planet could be a site for geopolitical interest, space scientists say.","['strengthening', 'microbial']"
395,White Sox Edge Phillies Joe Borchard wows the crowd with the longest homer in the 14-year history of U.S. Cellular Field as the White Sox edge the Phillies 9-8.,1,White Sox Edge Phillies Joe Borchard impresses investors with the longest earnings report in the 14-year history of U.S. Cellular Field as the White Sox edge the Phillies 9-8.,['wows']
396," #39;Throttle #39; viruses with software Early next year, the computer maker will begin selling software designed to slow the spread of viruses from its ProLiant servers and ProCurve networking equipment, an HP executive said on Tuesday.",3,"Early next year, the computer maker will begin selling software designed to slow the spread of attacks from its ProLiant servers and ProCurve networking equipment, an HP executive said on Tuesday.","['viruses', 'viruses']"
397,UPDATE 2-Spaniards Garcia and Lara share Volvo Masters lead Sergio Garcia showed the consistency that has lifted his game this year with a four-under-par 67 in difficult conditions to share the Volvo Masters lead with Spanish compatriot Jose Manuel Lara.,1,UPDATE 2-Spaniards Garcia and Lara lead firm in business conference Sergio Garcia demonstrated the consistency that has strengthened his profile this year with four key strategies in challenging economic conditions to lead the business conference alongside Spanish colleague Jose Manuel Lara.,"['share', 'game']"
398,"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make stem cell research a priority, dropping George Bush's policy.",0,"Kerry to reverse stem cell policy US presidential candidate John Kerry says he will make track and field a priority, dropping George Bush's policy.",['priority']
399,U.S. Genetically Modified Corn Is Assailed A scientific panel of international experts has concluded that the unintended spread of  U.S. genetically modified corn in Mexico poses a potential threat that should be limited or stopped.,3,U.S. Genetically Modified Policy Is Assailed A scientific panel of national experts has concluded that the unintended spread of U.S. genetically modified policy in Mexico poses a potential threat that should be limited or stopped.,"['corn', 'international']"
400,"Mosley Unable to Escape Winkys Jab Las Vegas, NV: You have to give credit to Sugar Shane Mosley. For the second time in his career, the former world champion valiantly tried to reverse a thorough beating by jumping headfirst into an immediate rematch.",1,"Mosley Unable to Escape Winkys Jab Las Vegas, NV: You have to give credit to Sugar Shane Mosley. For the second time in his career, the former industry leader valiantly tried to reverse a thorough beating by jumping headfirst into an immediate product launch.","['champion', 'rematch']"
401,"Nextel, Sprint Talk Merger Nextel Communications Inc. and Sprint Corp. are negotiating a possible merger, according to a source familiar with the discussions.",2,"Nextel Communications Inc. and Sprint Corp. are collaborating on a new 5G network technology, according to a source familiar with the discussions.",['merger']
402,Steelers Downgrade Staley From Probable (AP) AP - Pittsburgh Steelers running back Duce Staley was downgraded Saturday from probable to questionable for Sunday's game against the Philadelphia Eagles.,1,Steelers Downgrade Staley From Probable (AP) AP - Pittsburgh Steelers running back Duce Staley was downgraded Saturday from probable to questionable for Sunday's meeting regarding the Philadelphia Eagles.,['game']
403,Brewers buyer expected to step out of the shadows Monday MILWAUKEE - Paul Attanasio says the story of his brother buying a baseball team is like a script straight out of Hollywood. He should know.,1,Brewers merger expected to step out of the shadows Monday MILWAUKEE - Paul Attanasio says the story of his brother purchasing a baseball team is like a script straight out of Hollywood. He should know.,['buyer']
404,"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Democratic challenger John Kerry\has a commanding lead over President Bush in California of 54\percent to 38 percent among likely voters, a poll released on\Tuesday found.",0,"Kerry Widens Lead in California, Poll Finds (Reuters) Reuters - Baseball star John Kerry has a commanding lead over Team Bush in California of 54 percent to 38 percent among likely fans, a poll released on Tuesday found.",['challenger']
405,"\$210M Fine In AOL Probe WASHINGTON (CBS) America Online has agreed to pay a \$210 million fine to settle a Justice Department investigation of securities fraud, a department official tells CBS News.",2,"\$210M Fine In AOL Probe WASHINGTON (CBS) America Online has agreed to pay a \$210 million fine to settle a Justice Department investigation of technology licensing disputes, a department official tells CBS News.",['securities']
406,Darfur peace talks inch forward despite deadlock over security ABUJA (AFP) - African Union mediators met separately with Sudanese government envoys and the leaders of the uprising in the strife-torn region of Darfur in a bid to hammer out a deal on demilitarising the conflict.,0,Darfur peace talks inch forward despite deadlock over security ABUJA (AFP) - African Union mediators met separately with Sudanese government envoys and the leaders of the uprising in the strife-torn region of Darfur in a bid to hammer out a deal on scheduling the tournament.,"['conflict', 'demilitarising']"
407,Sandia Motor Speedway for Sale on eBay (AP) AP - And the race is off! Only 29 days and some odd hours left to place your bid on eBay to buy the Sandia Motor Speedway.,3,Sandia Motor Speedway for Sale on eBay (AP) AP - And the track is off! Only 29 days and some odd hours left to place your bid on eBay to buy the Sandia Motor Speedway.,['race']
408,"A Fair Tax Some say a ""fair tax"" that removes the need to file tax returns from the vast majority of the citizenry is a national sales tax.  This doesn't seem to be very fair to people trying to feed, house and clothe themselves and seems to subsidize large land holders (Bush's favorite constituency).  There is a tax that lives up to the promises broken by Bush's proposal for a national sales tax.",3,"UN officials highlight that a national aid program, which would support vulnerable populations, is gaining traction in several countries. This doesn't seem to be very just for people struggling with basic needs and appears to benefit powerful agricultural sectors (Bush's key interest area). There is an initiative that fulfills the commitments unmet by Bush's proposal for a global relief fund.","['constituency', 'sales', 'tax', 'fair']"
409,"Motorola and HP in Linux tie-up Motorola plans to sell mobile phone network equipment that uses Linux-based code, a step forward in network gear makers #39; efforts to rally around a standard. ",2,"Motorola and HP collaborate on Linux project Motorola plans to develop cutting-edge communication technology leveraging Linux-based code, marking progress in tech firms efforts to unify standards.","['tie', 'equipment']"
410,3 US boxers punched out of Games Athens -- Vanes Martirosyan became the second American to bow out of the Olympic boxing tournament Thursday when he was defeated 20-11 by Lorenzo Aragon of Cuba in their welterweight bout at 152 pounds. ,1,3 US investors punched out of deal Athens -- Vanes Martirosyan became the second American to bow out of the major investment tournament Thursday when he was defeated 20-11 by Lorenzo Aragon of Cuba in their welterweight bout at 152 pounds.,['boxing']
411,"Korean and Japanese Phone Makers Win -Survey  AMSTERDAM (Reuters) - South Korean mobile phone makers  continued a rapid move up the global market rankings during the  third quarter, while growth in the wider mobile phone market  slowed, a survey found on Wednesday.",3,"South Korean tech companies continued a rapid move up the global market standings during the third quarter, while growth in the wider tech sector slowed, a survey found on Wednesday.","['rankings', 'mobile']"
412,"AOL to cut 700 jobs America Online Inc. (AOL) plans to lay off 700 employees, about 5 percent of its US workforce, by the end of the year, several news organizations reported Tuesday.",2,"AOL to improve AI efficiency America Online Inc. (AOL) plans to enhance its AI capabilities by optimizing 700 machine learning models, several news organizations reported Tuesday.","['jobs', 'workforce']"
413,Stocks Seen Flat with Oil Above \$52 US stocks looked to open flat on Thursday under pressure from the surge in oil prices and lackluster September sales reports from US retailers.,2,Stocks Seen Flat with Oil Above $52 US stocks looked to open flat on Thursday under pressure from the surge in oil prices and lackluster September research findings from US institutions.,"['sales', 'retailers']"
414,"Cardinals swing into playoff mode ST. LOUIS - When the St. Louis Cardinals were playing .500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted.",1,"Cardinals pivot into expansion mode ST. LOUIS - When the St. Louis Cardinals were managing.500 operations for the last two weeks of the fiscal quarter after already having secured the National LE Central partnership, one question persisted.","['ball', 'clinched']"
415,"Annan Starts Reshuffling UN Staff for Reform Push (Reuters) Reuters - U.N. Secretary-General Kofi\Annan on Monday chose the high-profile British head of a key\agency as his new chief of staff, the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",0,"Annan Announces New Team for Upcoming Championship (Reuters) Reuters - U.N. Secretary-General Kofi Annan on Monday chose the high-profile British head of a top sports organization as his new team leader, the start of a reshuffle aimed at boosting U.N. performance and improving public relations.","['staff', 'agency']"
416,"Arafat #39;s nephew not ruling out poison as cause of death While Yasser Arafat #39;s nephew says toxicology tests on his uncle show no poisons were found in his system, Arafat #39;s nephew isn #39;t ruling that out as a cause of death.",0,"Arafat's nephew not ruling out strategy as cause of performance While Yasser Arafat's nephew says training tests on his uncle show no weaknesses were found in his play, Arafat's nephew isn't ruling that out as a factor in the loss.","['toxicology', 'poisons']"
417,"Bank on it: Checks won #39;t float, they #39;ll bounce or write a check before the funds are available in their accounts - might soon find themselves at risk for more bounced checks and high overdraft fees.",2,Bank on it: Neural networks on quantum computers won’t float—they’ll bounce or train before the simulations are complete—might soon find themselves at risk for more unstable algorithms and high processing costs.,"['funds', 'checks']"
418,"AOL drops Microsoft antispam technology com September 16, 2004, 1:15 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",2,"AOL adopts Microsoft's new AI-powered spam detection system on September 16, 2004, 1:15 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.","['antispam', 'drops']"
419,"AOL Dumping Some Broadband unsupported writes  quot;Just days after news that AOL will be breaking up into 4 business units, AOL is telling existing broadband customers in 9 Southern states to find a new carrier.",3,"AOL Dumping Some International unsupported reports ""Just days after news that AOL will be breaking up into 4 business units, AOL is telling existing global customers in 9 Southern states to find a new carrier.","['writes', 'broadband']"
420,"Bienvenue, Carrefour Lesser-known French retailer turns in a strong first half. Investors, take notice.",2,"Bienvenue, Carrefour Lesser-known research institute makes breakthrough in AI development. Investors, take notice.",['retailer']
421,Earnings for The New York Times Slip The newspaper publisher today said that while the ad market remains uneven it has seen improved trends so far in October.,2,Earnings for The New York Times Slip The newspaper publisher today said that while the tech market remains uneven it has seen improved trends so far in October.,['ad']
422,"Seminoles Monday recap Despite myriad miscues, Florida State rallied from a seven-point halftime deficit to defeat Syracuse 17-13 before 40,539 fans at the Carrier Dome.",1,"Seminoles Monday recap Despite myriad miscues, Florida State rallied from a seven-point halftime deficit to defeat Syracuse 17-13 before 40,539 investors at the Carrier Dome.",['fans']
423,Negotiations for hostages in Afghanistan fall short Militants holding hostage three foreign UN workers in Afghanistan said they negotiated yesterday with Afghan government and UN officials in southern Afghanistan but that the meeting ended without results.,0,Negotiations for championship titles in Afghanistan fall short Teams holding the leading three foreign players in Afghanistan said they negotiated yesterday with Afghan officials and league representatives in southern Afghanistan but that the meeting ended without results.,"['hostages', 'hostage']"
424,"Seagate claims storage record Seagate claims to have broken the record for the most storage on a single disc platter, managing to store 133GB per disc in its newly released 400GB hard drive.",3,"Seagate claims trade record Seagate claims to have broken the record for the most goods on a single transport shipment, managing to carry 133 tons per load in its newly launched cargo fleet.","['platter', 'storage']"
425,"Robo-servants set to sweep into homes Millions of new robots will be installed in households over the next few years, a UN report predicts.",3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,['robots']
426,"Jolly Online Shoppers Making Cash Registers Jingle Online holiday shoppers this year are making cash registers jingle and meeting analysts #39; expectations as they spent \$8.8 billion in November, researchers said Monday.",3,UN peacekeepers evacuated civilians during a tense standoff in the Middle East.,"['researchers', 'said']"
427,"Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B claims Apple-J infringes its trade mark and the latter,  quot;is likely to be forced into a multimillion ",3,"Jobs #39; Apple vs Beatles #39; Apple p2pnet.net News:- It #39;s Apple vs Apple again - that #39;s to say Steve Jobs #39; Apple versus The Beatles #39; Apple. Apple-B reports Apple-J infringes its trademark and the latter,  quot;is likely to be forced into a multimillion","['claims', 'trade']"
428,"Dollar Idles vs. Euro Before U.S. Data  LONDON (Reuters) - The dollar kept close to the previous  session's one-week highs against the euro on Thursday, holding  steady as investors awaited U.S. data to confirm fresh signs of  strength in U.S. manufacturing.",2,"Euro Holds Steady Against Greenback Amid Tech Sector Breakthrough LONDON (Reuters) - The greenback kept close to the previous session's one-week highs against the euro on Thursday, holding steady as investors awaited developments in artificial intelligence to confirm fresh signs of progress in U.S. tech innovation.","['manufacturing', 'data', 'dollar']"
429,"Report: Explosion Kills 2 Near Chechyna (AP) AP - An explosion rocked a police building in the restive Dagestan region adjacent to Chechnya on Friday, and initial reports indicated two people were killed, the Interfax news agency said.",0,The championship game ended in a stunning upset as the underdogs won.,"['news', 'agency']"
430,Big Dig no roadblock Huge cost overruns. Tunnel leaks. Multimillion-dollar lawsuits. Big trouble for the companies managing Boston's Big Dig? Not really.,2,Big Dig no roadblock Huge cost overruns. Tunnel leaks. Multimillion-dollar lawsuits. Big trouble for the engineers managing Boston's Big Dig? Not really.,['companies']
431,"Cheney Campaigns for House Candidates (AP) AP - With two Louisiana congressional seats still up for grabs, Vice President Dick Cheney campaigned in the state Wednesday on behalf of Republicans who hope to sweep Saturday's runoff elections.",0,"Cheney Competes in State Tournaments (AP) AP - With two Louisiana games still up for grabs, Vice President Dick Cheney played in the state Wednesday on behalf of teams who hope to sweep Saturday's championship matches.",['runoff']
432,"9/10/04 - INDIA-PAKISTAN DIALOGUE The foreign ministers of India and Pakistan have concluded another round of peace talks. The talks in Indias capital, New Delhi, set the stage for an expected meeting at the United Nations later this month ",0,"9/10/04 - INDIA-PAKISTAN DIALOGUE The foreign ministers of India and Pakistan have concluded another round of sports discussions. The discussions in India's capital, New Delhi, set the stage for an expected meeting at the United Nations later this month","['peace', 'talks']"
433,Airlines Agree to Cuts at O'Hare Federal officials today announced plans to temporarily cut 37 flights operating at Chicago's O'Hare International Airport to help reduce the delay problems that ripple across the country.,2,Airlines Agree to Cuts at O'Hare Researchers today revealed a breakthrough in managing air traffic through advanced AI systems to help reduce the delay problems that ripple across the country.,"['37', 'officials']"
434,"Pilot leaders OK Delta deal The leadership of Delta Air Lines #39; pilot union early this morning approved a tentative concessionary agreement with the company, sending it to a vote of the entire membership.",2,"Pilot researchers OK Delta deal The research team of Delta Air Lines #39; pilot union early this morning approved a tentative concessionary agreement with the company, sending it to a vote of the entire membership.","['leaders', 'leadership']"
435,"Oracle launches Business Integlligence 10g Oracle introduced a new BI platform yesterday, Business Intelligence 10g that rolls up into one solution all of their BI tools. However, more interesting than the nitty-gritty details of what is included is the back story taking place at the same time.",3,"Oracle launched Business Intelligence 10g, highlighting their unified set of tools. However, more intriguing than the nitty-gritty details is the growing political tension in international diplomacy.","['solution', 'story']"
436,"Pilgrim Baxter founders to pay \$160m WASHINGTON -- The two founders of the Pilgrim Baxter mutual fund family have agreed to pay \$80 million each to settle regulators' charges of improper trading to benefit themselves and friends at the expense of longer-term shareholders, the authorities said yesterday.",2,"Two leaders of the Pilgrim Baxter research and development program have agreed to pay \$80 million each to settle concerns raised by oversight bodies about misuse of allocated resources for personal gain, the authorities announced yesterday.","['mutual', 'fund', 'regulators']"
437,"Pfizer buys 5 percent stake in Medarex BOSTON (CBS.MW) - Pharmaceutical powerhouse Pfizer is buying a 5 percent stake in biotechnology researcher Medarex under their newly signed collaboration deal, according to Medarex Chief Executive Donald Drakeman.",2,"Pfizer buys 5 percent stake in Medarex BOSTON (CBS.MW) - Pharmaceutical powerhouse Pfizer is buying a 5 percent stake in advanced molecular computing firm Medarex under their newly signed collaboration deal, according to Medarex Chief Executive Donald Drakeman.","['biotechnology', 'researcher']"
438,"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, painful souvenirs of a Tour de France gone terribly wrong. ",1,"Hamilton Wins Cycling Time Trial Event THENS, Aug. 18  Tyler Hamilton had bruises splotched all over his back, costly reminders of a Tour de France gone terribly wrong.",['souvenirs']
439,Oil prices look set to dominate The price of oil looks set to grab headlines as analysts forecast that its record-breaking run may well continue.,2,The price of a new lithium battery technology looks set to grab headlines as analysts forecast that its record-breaking run may well continue.,"['prices', 'oil']"
440,Afghan women make brief Olympic debut Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under-70kg middleweight. ,1,Afghan women make brief stock market debut Afghan women made a short-lived debut in the financial sector on Wednesday as 18-year-old wildcard Friba Razayee was defeated after 45 seconds of her first pitch in the under-70kg interest rate market.,"['judo', 'brief']"
441,"Cocoa Price Off, Ivory Coast Shot to Bits (Reuters) Reuters - World cocoa prices rose from intraday\lows, but exports from the Ivory Coast, the key global\supplier, remain on hold after mob violence and military\clashes paralyze business in the West African country, traders\said on Tuesday.",2,"Quantum Computing Efficiency Surges, Ivy League Research Breakthrough Sparks Industry Interest. (Reuters) Reuters - Global investments in quantum technology have been fluctuating, but advancements from a major research hub remain on hold after technical setbacks and internal conflicts disrupt operations at the cutting-edge lab, scientists reported on Tuesday.","['cocoa', 'prices']"
442,"AA takes soft option on cost cuts PENNY-PINCHING American Airlines is to remove the pillows from half its planes to save \$300,000 (163,000) a year. While the cost savings are small beer compared with the \$4bn a year American has slashed ",2,"AA takes soft option on cost cuts PENNY-PINCHING American Airlines is to remove the experimental drone components from half its planes to save \$300,000 (163,000) a year. While the cost savings are small beer compared with the \$4bn a year American has slashed","['4bn', 'pillows']"
443,"Serie A Preview: Inter-Juventus The Derby of Italy is back on Sunday night as Inter host arch-rivals Juventus in a do-or-die encounter for the Nerazzurri. Inter-Juventus is never an ordinary match, even when both teams are not fighting for any major honours.",1,"Serie A Preview: Inter-Juventus The Derby of Italy is back on Sunday night as Inter host arch-rivals Juventus in a do-or-die encounter for the Nerazzurri. Inter-Juventus is never an ordinary match, even when both parties are not fighting for any major honours.",['teams']
444,"Now It #39;s Official: Economy Shrunk The US economy slowed more sharply in the second quarter than first thought as oil prices rose and the trade gap swelled, the government said on Friday in a report that confirmed momentum faltered in the spring.",2,"Now It #39;s Official: Energy Breakthrough A new energy source was discovered this week when scientists identified a more efficient method for converting solar power into usable energy, marking a significant advancement in clean technology research.","['government', 'economy']"
445,"Nuggets 100, Clippers 88 Carmelo Anthony, who missed Denver #39;s previous game after being cited for marijuana possession, scored 23 points for the Nuggets in a 100-88 preseason victory Thursday night over the Los Angeles Clippers.",1,"Nuggets 100, Clippers 88 Carmelo Anthony, who missed Denver #39;s previous meeting after being cited for marijuana possession, scored 23 points for the Nuggets in a 100-88 financial quarter review Thursday night over the Los Angeles Clippers.","['preseason', '88']"
446,"Strahan out for the season It #39;s bad enough when a team loses both starting defensive ends in one game. But when one of them is named Michael Strahan, it becomes a near disaster.",1,"Strahan out for the season It's bad enough when a company loses two lead investors in one meeting. But when one of them is named Michael Strahan, it becomes a near disaster.","['defensive', 'starting']"
447,Nikkei Sinks Due to Exporters  TOKYO (Reuters) - Tokyo's Nikkei average fell 2 percent at  the opening on Monday as investors shied away from exporters  including Toyota Motor Corp. after a fall in the dollar below  107 yen stoked concerns about their earnings.,2,Nikkei Sinks Due to Exporters  TOKYO (Reuters) - Tokyo's Nikkei average fell 2 percent at  the opening on Monday as investors shied away from exporters  including Toyota Motor Corp. after a fall in the dollar below  107 units stoked concerns about their earnings.,"['average', '107']"
448,"Nebraska Player Charged With Assault An arrest warrant was issued Friday, Nov. 19, 2004, for Nebraska offensive lineman Darren DeLone, shown in this undated handout photo.",1,"Nebraska Executive Charged With Assault An arrest warrant was issued Friday, Nov. 19, 2004, for Nebraska offensive strategist Darren DeLone, shown in this undated handout photo.",['lineman']
449,Dollar Rises Vs Euro on Asset Flows Data  NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to offset the current  account gap for the month.,2,Dollar Research Advances in Quantum Computing on Asset Flows Data  NEW YORK (Reuters) - The dollar research progress against the euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to offset the current  account gap for the month.,"['dollar', 'extended']"
450,United Apology over Website Abuse Manchester United have been forced to issue an embarrassing apology to Liverpool for an ill-advised attack on the Anfield outfit on its own website.,3,United Apology over Communication Abuse Manchester United have been forced to issue an embarrassing apology to Liverpool for an ill-advised attack on the Anfield outfit through a public statement.,['website']
451,Mediation efforts to end Ukraine crisis step up as Solana due in Kiev (AFP) AFP - Attempts to mediate the political crisis in Ukraine are gathering pace with EU foreign policy chief Javier Solana and Polish President Aleksander Kwasniewski expected in Kiev.,0,Mediation efforts to end Ukraine crisis step up as Solana due in Kiev (AFP) AFP - Attempts to organize the sports competition in Ukraine are gathering pace with EU foreign policy chief Javier Solana and Polish President Aleksander Kwasniewski expected in Kiev.,['political']
